	emotions
845	[6, 2, 6, 1, 1, 1, 6, 6, 3, 2, 1, 6, 2, 1, 6, 1, 2, 2, 6, 6, 6, 3, 2, 1, 6, 2, 3, 6, 2, 1, 1, 2, 2, 3, 6, 2, 6, 2, 6, 3, 6, 1, 4, 1, 6, 2, 2, 2, 3, 6, 6, 6, 2, 3, 2, 2, 6, 2, 3, 3, 6, 1, 2, 1, 1, 1, 6, 1, 6, 3, 1, 1, 1, 3, 1, 3, 1, 1, 6, 6, 2, 1, 1, 6, 6, 1, 2, 2, 1, 2, 6, 3, 2, 2, 6, 2, 2, 6, 2, 6]
846	[6, 1, 1, 2, 1, 2, 2, 1, 2, 1, 6, 2, 6, 2, 2, 1, 1, 1, 2, 2, 1, 1, 1, 1, 2, 1, 1, 2, 1, 1, 2, 2, 2, 2, 2, 2, 2, 2, 1, 2, 2, 1, 1, 1, 1, 1, 2, 4, 6, 2, 2, 6, 2, 2, 2, 1, 2, 2, 2, 2, 2, 6, 2, 2, 2, 2, 2, 2, 1, 2, 1, 3, 2, 1, 4, 1, 1, 1, 1, 2, 1, 1, 2, 4, 2, 6, 2, 1, 1, 1, 2, 6, 2, 1, 1, 1, 1, 3, 4, 1]
847	[1, 1, 2, 2, 2, 2, 2, 2, 2, 6, 3, 1, 1, 2, 1, 6, 1, 2, 1, 2, 1, 2, 3, 2, 2, 1, 4, 6, 2, 2, 3, 1, 2, 2, 3, 1, 2, 2, 1, 2, 2, 2, 6, 2, 3, 4, 2, 1, 2, 1, 2, 2, 2, 6, 6, 4, 4, 3, 2, 2, 2, 3, 2, 6, 1, 2, 4, 2, 2, 2, 6, 6, 6, 6, 2, 2, 1, 1, 1, 6, 2, 2, 6, 2, 6, 1, 1, 1, 2, 6, 6, 2, 1, 3, 2, 1, 1, 6, 6, 6]
848	[2, 1, 6, 4, 3, 1, 6, 1, 4, 2, 6, 3, 2, 1, 3, 6, 1, 2, 2, 1, 1, 1, 2, 1, 3, 1, 3, 2, 6, 6, 6, 1, 3, 2, 3, 1, 6, 2, 2, 2, 2, 6, 4, 2, 1, 2, 1, 1, 1, 6, 2, 5, 4, 6, 2, 1, 3, 6, 6, 2, 6, 1, 1, 1, 6, 1, 3, 3, 2, 2, 2, 2, 6, 3, 1, 2, 3, 2, 2, 2, 2, 6, 3, 3, 1, 2, 4, 1, 2, 1, 2, 1, 6, 2, 1, 3, 1, 3, 3, 1]
849	[2, 1, 4, 2, 2, 4, 2, 1, 6, 6, 6, 2, 2, 3, 2, 6, 2, 6, 2, 4, 3, 1, 1, 2, 6, 3, 1, 6, 2, 2, 2, 1, 1, 3, 3, 3, 6, 2, 4, 1, 1, 2, 2, 1, 6, 6, 2, 1, 1, 1, 1, 6, 2, 1, 1, 1, 2, 2, 1, 3, 3, 1, 1, 6, 6, 2, 1, 1, 1, 1, 6, 3, 3, 2, 1, 1, 3, 4, 2, 2, 1, 2, 2, 6, 1, 1, 3, 3, 1, 2, 6, 2, 2, 4, 1, 6, 1, 3, 2, 1]
850	[6, 3, 1, 1, 2, 6, 3, 2, 2, 2, 1, 6, 2, 2, 1, 2, 2, 6, 6, 6, 6, 6, 6, 1, 6, 6, 2, 1, 1, 6, 2, 2, 6, 4, 1, 3, 4, 2, 1, 2, 2, 1, 1, 2, 2, 1, 1, 1, 2, 2, 1, 1, 1, 1, 2, 2, 2, 6, 3, 6, 2, 2, 6, 1, 1, 1, 3, 1, 2, 1, 2, 2, 1, 1, 2, 4, 1, 6, 6, 2, 2, 3, 2, 2, 1, 1, 2, 1, 1, 1, 2, 2, 2, 1, 2, 2, 1, 1, 1, 1]
851	[1, 2, 1, 2, 6, 3, 6, 6, 6, 2, 1, 6, 2, 2, 1, 3, 2, 2, 1, 1, 2, 5, 6, 1, 6, 6, 6, 2, 3, 1, 6, 4, 2, 1, 6, 3, 6, 2, 6, 2, 3, 3, 2, 3, 2, 2, 6, 2, 6, 2, 3, 3, 2, 2, 6, 1, 3, 6, 2, 1, 2, 6, 1, 3, 6, 2, 1, 1, 1, 1, 2, 2, 3, 2, 2, 1, 1, 2, 2, 2, 6, 6, 1, 1, 1, 6, 1, 1, 1, 1, 1, 2, 1, 3, 1, 3, 6, 1, 2, 6]
852	[1, 6, 6, 6, 3, 2, 3, 5, 2, 3, 6, 6, 2, 6, 1, 6, 5, 3, 3, 3, 6, 3, 6, 1, 2, 1, 6, 6, 1, 6, 1, 2, 2, 3, 2, 1, 2, 6, 1, 6, 4, 2, 2, 2, 1, 2, 6, 6, 1, 6, 2, 6, 6, 2, 2, 6, 2, 6, 1, 6, 1, 6, 3, 1, 6, 2, 4, 2, 2, 2, 2, 1, 1, 6, 1, 3, 2, 6, 3, 2, 4, 6, 6, 2, 2, 2, 2, 1, 1, 3, 1, 6, 2, 6, 1, 6, 2, 3, 6, 6]
853	[2, 2, 6, 6, 3, 4, 2, 1, 3, 6, 6, 3, 1, 6, 6, 6, 6, 6, 2, 3, 6, 2, 3, 6, 2, 2, 6, 2, 6, 1, 6, 6, 2, 2, 2, 6, 3, 6, 1, 2, 2, 6, 6, 6, 2, 2, 2, 2, 1, 6, 6, 6, 2, 2, 1, 2, 2, 3, 6, 2, 3, 2, 3, 6, 1, 6, 1, 2, 3, 2, 4, 2, 2, 3, 2, 4, 3, 6, 2, 2, 2, 2, 2, 2, 1, 2, 2, 2, 2, 6, 2, 2, 3, 1, 2, 2, 1, 6, 6, 2]
854	[6, 6, 2, 1, 3, 2, 3, 3, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 3, 6, 6, 6, 2, 2, 6, 2, 6, 2, 6, 3, 6, 6, 1, 1, 6, 6, 6, 6, 6, 2, 2, 1, 3, 2, 6, 1, 6, 6, 4, 2, 2, 2, 6, 1, 6, 1, 3, 6, 5, 1, 4, 3, 1, 1, 2, 3, 1, 6, 3, 1, 1, 1, 6, 6, 3, 6, 6, 6, 1, 2, 2, 3, 6, 2, 1, 1, 6, 2, 2, 3, 5, 6, 6, 6, 6, 6, 1, 2, 6, 6]
855	[1, 1, 3, 1, 2, 2, 3, 1, 2, 1, 2, 2, 6, 1, 2, 2, 6, 3, 2, 2, 2, 2, 6, 1, 2, 6, 3, 1, 1, 2, 2, 6, 2, 1, 6, 6, 1, 1, 2, 4, 4, 1, 2, 6, 6, 2, 5, 1, 6, 1, 5, 1, 1, 5, 1, 3, 4, 1, 2, 1, 1, 2, 6, 6, 2, 6, 2, 2, 3, 1, 1, 1, 2, 6, 4, 2, 2, 2, 2, 1, 6, 1, 6, 2, 1, 2, 1, 1, 1, 1, 1, 6, 2, 5, 4, 1, 1, 4, 3, 3]
856	[1, 1, 1, 1, 2, 1, 1, 2, 2, 2, 1, 2, 1, 2, 2, 1, 3, 1, 2, 1, 2, 5, 3, 6, 2, 1, 1, 1, 2, 1, 1, 3, 2, 2, 6, 6, 1, 6, 1, 2, 2, 6, 2, 1, 1, 1, 2, 2, 2, 2, 1, 1, 2, 2, 1, 1, 1, 1, 1, 1, 6, 1, 1, 2, 3, 1, 1, 4, 3, 1, 1, 1, 2, 2, 2, 1, 1, 2, 2, 2, 3, 1, 3, 1, 1, 1, 1, 1, 1, 1, 1, 1, 3, 6, 2, 3, 2, 2, 3, 2]
857	[3, 6, 2, 2, 2, 2, 3, 6, 1, 6, 2, 6, 2, 4, 2, 6, 2, 2, 2, 3, 1, 1, 1, 3, 4, 6, 2, 6, 6, 6, 6, 6, 6, 2, 2, 3, 2, 6, 4, 6, 1, 6, 6, 2, 2, 1, 1, 2, 6, 6, 4, 6, 2, 4, 6, 3, 2, 1, 2, 2, 6, 6, 1, 6, 2, 2, 2, 2, 2, 3, 6, 3, 2, 6, 6, 2, 6, 2, 2, 2, 2, 6, 2, 2, 6, 2, 2, 1, 6, 2, 6, 2, 4, 1, 6, 6, 1, 2, 3, 2]
858	[1, 2, 2, 1, 6, 2, 2, 6, 4, 2, 6, 3, 2, 6, 6, 5, 6, 3, 6, 1, 6, 6, 2, 6, 2, 2, 1, 6, 6, 3, 2, 4, 6, 2, 1, 2, 2, 6, 2, 2, 2, 2, 6, 6, 4, 1, 6, 1, 6, 3, 3, 2, 2, 1, 2, 2, 2, 2, 2, 2, 2, 3, 2, 2, 6, 1, 2, 2, 2, 1, 2, 2, 1, 1, 2, 1, 3, 1, 2, 2, 1, 1, 3, 2, 1, 2, 5, 1, 2, 1, 1, 3, 6, 1, 6, 3, 2, 1, 6, 6]
859	[6, 6, 1, 4, 6, 1, 6, 6, 6, 1, 2, 2, 1, 3, 3, 3, 2, 6, 6, 1, 2, 6, 3, 6, 2, 2, 6, 6, 1, 2, 2, 6, 2, 6, 1, 6, 3, 6, 1, 2, 6, 6, 6, 4, 2, 6, 4, 3, 2, 1, 6, 2, 2, 2, 3, 6, 5, 6, 3, 2, 6, 2, 2, 3, 2, 2, 6, 6, 6, 2, 2, 2, 3, 3, 3, 2, 6, 6, 5, 6, 6, 2, 3, 1, 2, 2, 4, 2, 2, 6, 3, 2, 2, 1, 2, 6, 2, 3, 6, 6]
860	[6, 6, 2, 2, 1, 1, 3, 2, 1, 1, 1, 1, 1, 2, 2, 5, 2, 3, 3, 2, 2, 2, 6, 1, 2, 2, 1, 1, 1, 1, 2, 1, 2, 6, 6, 6, 1, 2, 2, 2, 3, 1, 2, 1, 2, 2, 3, 2, 2, 2, 3, 6, 1, 1, 3, 2, 2, 6, 2, 3, 2, 6, 1, 6, 6, 3, 1, 1, 2, 1, 6, 3, 2, 6, 1, 2, 2, 1, 2, 1, 1, 3, 1, 1, 1, 1, 3, 1, 1, 1, 2, 2, 1, 1, 2, 1, 2, 2, 1, 2]
861	[6, 1, 1, 1, 6, 1, 1, 1, 2, 6, 2, 3, 1, 2, 2, 6, 6, 3, 3, 2, 6, 1, 2, 3, 1, 3, 3, 2, 1, 2, 1, 1, 1, 3, 2, 3, 1, 1, 3, 2, 2, 6, 6, 2, 2, 2, 2, 1, 2, 6, 2, 2, 2, 3, 2, 3, 1, 6, 2, 1, 1, 2, 6, 2, 2, 2, 6, 2, 3, 2, 1, 1, 1, 1, 2, 1, 1, 1, 1, 1, 3, 2, 1, 6, 1, 1, 1, 1, 1, 2, 6, 2, 6, 6, 2, 3, 1, 6, 2, 6]
862	[2, 2, 3, 1, 6, 2, 1, 2, 1, 6, 2, 2, 2, 1, 2, 1, 2, 2, 1, 2, 3, 4, 2, 2, 1, 3, 6, 2, 3, 1, 2, 3, 2, 1, 3, 2, 2, 2, 2, 6, 2, 3, 3, 2, 3, 2, 2, 1, 1, 1, 1, 2, 2, 2, 6, 6, 1, 1, 6, 3, 2, 2, 4, 2, 6, 1, 2, 1, 2, 1, 2, 2, 2, 6, 6, 2, 3, 2, 2, 1, 1, 2, 1, 6, 1, 2, 2, 2, 1, 1, 1, 2, 2, 6, 2, 2, 1, 1, 6, 6]
863	[1, 1, 1, 2, 2, 2, 2, 1, 2, 2, 1, 3, 1, 2, 6, 1, 3, 1, 1, 1, 2, 6, 1, 2, 3, 3, 2, 2, 4, 1, 1, 2, 1, 2, 3, 2, 2, 1, 1, 2, 1, 2, 1, 1, 2, 1, 2, 2, 3, 2, 1, 1, 2, 2, 2, 2, 3, 2, 1, 2, 1, 1, 2, 1, 2, 6, 1, 1, 1, 3, 2, 2, 1, 1, 2, 2, 1, 1, 6, 2, 6, 2, 2, 5, 1, 3, 3, 6, 1, 1, 2, 6, 1, 2, 6, 2, 1, 3, 3, 2]
864	[2, 6, 1, 3, 5, 2, 6, 2, 2, 2, 6, 6, 6, 2, 3, 6, 6, 1, 1, 1, 2, 2, 1, 2, 3, 1, 1, 1, 6, 2, 2, 6, 2, 2, 2, 1, 1, 2, 2, 1, 6, 1, 2, 3, 6, 1, 2, 2, 2, 4, 1, 2, 6, 6, 6, 2, 6, 3, 2, 3, 3, 3, 2, 2, 1, 2, 6, 3, 1, 2, 3, 2, 2, 1, 2, 1, 1, 2, 1, 3, 1, 6, 2, 3, 2, 2, 2, 2, 2, 2, 2, 3, 1, 2, 1, 1, 1, 2, 1, 2]
865	[2, 6, 1, 6, 6, 3, 6, 6, 1, 3, 6, 6, 2, 3, 6, 6, 6, 6, 3, 1, 6, 6, 6, 6, 2, 6, 6, 6, 6, 1, 2, 2, 6, 6, 3, 2, 6, 6, 6, 6, 3, 2, 2, 2, 2, 6, 4, 6, 1, 6, 1, 6, 6, 1, 4, 4, 6, 2, 1, 1, 6, 6, 1, 6, 1, 2, 4, 6, 6, 6, 6, 3, 1, 2, 6, 6, 3, 3, 6, 6, 2, 2, 2, 2, 5, 2, 6, 6, 6, 2, 4, 6, 6, 2, 2, 2, 6, 2, 6, 6]
866	[6, 6, 3, 2, 2, 6, 6, 6, 5, 6, 6, 2, 2, 2, 2, 3, 6, 3, 2, 6, 2, 1, 6, 6, 3, 6, 6, 3, 6, 2, 2, 6, 2, 2, 6, 1, 2, 6, 1, 6, 6, 2, 6, 6, 3, 2, 3, 3, 2, 3, 3, 6, 6, 1, 3, 3, 1, 1, 6, 6, 2, 4, 3, 6, 6, 6, 6, 1, 2, 5, 3, 1, 1, 2, 1, 6, 3, 3, 6, 3, 6, 2, 6, 6, 6, 1, 2, 2, 1, 3, 6, 1, 2, 2, 6, 6, 1, 2, 6, 6]
867	[3, 6, 1, 3, 3, 6, 6, 2, 4, 1, 1, 6, 3, 3, 6, 2, 5, 1, 3, 6, 6, 3, 4, 2, 2, 6, 2, 3, 3, 6, 5, 1, 1, 6, 6, 6, 2, 6, 6, 6, 5, 6, 6, 2, 6, 1, 2, 6, 1, 1, 2, 2, 3, 4, 2, 6, 6, 6, 6, 3, 2, 2, 6, 5, 1, 6, 6, 3, 1, 1, 1, 3, 6, 1, 2, 1, 3, 2, 2, 1, 3, 2, 2, 1, 1, 4, 2, 3, 1, 6, 5, 6, 4, 3, 5, 1, 2, 6, 6, 1]
868	[6, 1, 1, 1, 5, 6, 1, 3, 1, 2, 1, 2, 3, 6, 2, 2, 2, 2, 3, 1, 3, 2, 2, 1, 2, 2, 6, 2, 5, 2, 6, 2, 4, 6, 2, 2, 2, 2, 3, 2, 3, 2, 1, 1, 2, 3, 3, 3, 6, 6, 4, 2, 2, 2, 6, 3, 6, 2, 2, 1, 3, 2, 2, 6, 2, 2, 2, 1, 1, 1, 6, 3, 3, 2, 6, 2, 1, 1, 1, 1, 2, 3, 1, 6, 1, 2, 3, 1, 1, 1, 4, 6, 1, 1, 2, 2, 2, 2, 6, 2]
869	[6, 6, 2, 2, 2, 2, 6, 2, 2, 2, 1, 2, 1, 2, 4, 2, 1, 1, 6, 3, 6, 2, 2, 3, 5, 3, 1, 2, 1, 2, 6, 2, 1, 2, 2, 2, 6, 1, 1, 1, 1, 1, 2, 2, 3, 1, 1, 2, 2, 2, 3, 2, 1, 1, 6, 2, 4, 2, 2, 2, 2, 6, 2, 2, 1, 6, 1, 2, 1, 1, 2, 2, 1, 6, 1, 2, 2, 6, 3, 2, 2, 2, 2, 1, 2, 4, 2, 2, 2, 2, 1, 2, 1, 2, 6, 2, 4, 4, 2, 2]
870	[1, 6, 6, 6, 1, 6, 2, 4, 6, 5, 2, 6, 6, 6, 2, 5, 5, 2, 6, 6, 3, 3, 2, 6, 6, 2, 3, 2, 2, 6, 6, 2, 3, 6, 3, 6, 3, 3, 1, 6, 1, 1, 1, 4, 1, 6, 1, 2, 1, 6, 2, 6, 3, 3, 5, 6, 3, 6, 1, 3, 6, 6, 5, 6, 6, 4, 6, 6, 6, 6, 2, 2, 3, 1, 3, 6, 6, 3, 6, 5, 2, 1, 6, 6, 3, 1, 1, 6, 6, 3, 6, 6, 3, 6, 6, 6, 3, 6, 3, 6]
871	[1, 2, 1, 2, 2, 2, 2, 1, 4, 1, 6, 4, 6, 2, 6, 3, 1, 1, 1, 3, 2, 2, 6, 2, 2, 1, 2, 1, 4, 6, 6, 2, 6, 6, 6, 1, 6, 1, 1, 2, 3, 2, 2, 6, 3, 1, 2, 3, 2, 4, 1, 2, 1, 6, 3, 2, 1, 6, 6, 4, 3, 3, 6, 2, 1, 6, 2, 3, 2, 1, 2, 3, 1, 1, 1, 2, 1, 3, 6, 1, 1, 2, 6, 1, 1, 1, 1, 3, 3, 1, 1, 1, 2, 1, 3, 1, 2, 6, 6, 2]
872	[1, 6, 6, 6, 2, 6, 4, 1, 6, 3, 6, 6, 2, 6, 4, 5, 5, 6, 5, 6, 6, 4, 6, 6, 6, 6, 1, 2, 3, 6, 1, 3, 6, 3, 4, 1, 2, 3, 6, 1, 2, 3, 3, 6, 6, 6, 3, 6, 6, 6, 6, 4, 6, 1, 6, 4, 2, 6, 1, 3, 6, 1, 6, 6, 3, 6, 1, 3, 6, 6, 6, 6, 6, 6, 1, 6, 6, 3, 3, 2, 2, 3, 6, 3, 2, 6, 1, 6, 6, 2, 6, 6, 3, 2, 1, 6, 6, 6, 6, 6]
873	[6, 2, 6, 6, 2, 6, 4, 2, 3, 1, 2, 4, 1, 6, 4, 6, 6, 2, 6, 2, 6, 2, 6, 6, 2, 6, 2, 1, 6, 6, 1, 2, 6, 6, 6, 1, 6, 1, 1, 2, 2, 1, 2, 6, 3, 1, 6, 6, 2, 5, 1, 6, 6, 6, 6, 2, 1, 2, 1, 3, 3, 2, 6, 6, 1, 1, 4, 1, 2, 6, 1, 4, 3, 1, 2, 2, 2, 2, 6, 2, 2, 2, 6, 2, 6, 6, 3, 3, 3, 1, 1, 6, 5, 4, 2, 6, 6, 1, 2, 1]
874	[1, 2, 3, 2, 6, 6, 6, 5, 6, 2, 6, 1, 6, 2, 3, 3, 6, 6, 6, 2, 6, 4, 1, 6, 2, 3, 3, 6, 5, 6, 5, 6, 1, 6, 6, 2, 6, 3, 2, 6, 2, 6, 2, 4, 2, 2, 3, 2, 2, 2, 6, 2, 6, 3, 6, 6, 2, 6, 6, 6, 2, 6, 6, 6, 6, 3, 1, 2, 2, 2, 3, 6, 2, 6, 2, 2, 3, 6, 2, 2, 1, 4, 3, 6, 6, 6, 6, 3, 2, 3, 2, 6, 6, 1, 2, 1, 2, 6, 4, 1]
875	[2, 6, 4, 3, 2, 1, 3, 2, 1, 2, 5, 2, 2, 5, 6, 4, 1, 2, 2, 1, 2, 4, 2, 6, 2, 6, 6, 1, 3, 6, 4, 4, 6, 2, 1, 1, 2, 2, 6, 3, 6, 1, 1, 2, 6, 6, 2, 2, 2, 2, 5, 5, 6, 2, 6, 2, 6, 2, 2, 2, 2, 3, 4, 1, 2, 2, 2, 1, 3, 3, 1, 2, 2, 1, 2, 2, 1, 2, 3, 5, 2, 1, 2, 2, 1, 3, 6, 2, 1, 4, 1, 1, 3, 1, 2, 6, 3, 3, 1, 6]
876	[1, 1, 6, 2, 6, 3, 2, 1, 6, 2, 2, 2, 6, 2, 2, 1, 4, 2, 2, 2, 3, 2, 1, 1, 2, 2, 1, 4, 2, 2, 6, 2, 2, 3, 6, 6, 2, 2, 2, 1, 2, 1, 2, 2, 2, 1, 2, 1, 2, 6, 5, 6, 3, 6, 3, 2, 6, 1, 6, 2, 1, 1, 3, 2, 6, 6, 6, 2, 6, 3, 1, 1, 1, 1, 1, 1, 1, 6, 1, 6, 1, 1, 1, 3, 2, 6, 1, 6, 1, 1, 1, 1, 3, 1, 1, 3, 1, 2, 1, 1]
877	[1, 1, 2, 2, 6, 1, 5, 3, 2, 6, 2, 6, 6, 6, 2, 6, 6, 6, 6, 6, 6, 6, 1, 1, 6, 3, 2, 2, 2, 2, 2, 2, 6, 6, 2, 6, 2, 2, 6, 6, 2, 6, 6, 4, 5, 2, 1, 1, 3, 6, 2, 3, 1, 1, 6, 6, 6, 1, 6, 6, 6, 2, 4, 5, 3, 1, 2, 3, 2, 2, 2, 2, 1, 6, 5, 6, 2, 2, 2, 2, 3, 2, 2, 2, 5, 2, 6, 1, 1, 2, 2, 2, 1, 2, 1, 1, 1, 1, 6, 3]
878	[1, 2, 1, 2, 2, 3, 6, 1, 6, 2, 6, 3, 2, 1, 2, 2, 6, 3, 2, 6, 6, 1, 2, 3, 2, 6, 2, 6, 2, 5, 6, 4, 4, 1, 6, 5, 2, 2, 6, 6, 1, 2, 1, 2, 4, 2, 2, 2, 6, 6, 6, 1, 2, 1, 4, 2, 2, 6, 4, 1, 1, 6, 6, 2, 2, 6, 6, 4, 2, 6, 6, 2, 1, 2, 2, 2, 2, 2, 1, 2, 1, 3, 1, 2, 1, 2, 6, 3, 2, 2, 2, 3, 4, 2, 2, 2, 1, 3, 1, 2]
879	[5, 6, 3, 6, 2, 2, 3, 2, 1, 2, 2, 1, 2, 2, 6, 2, 6, 2, 2, 5, 1, 1, 2, 2, 3, 2, 3, 2, 6, 1, 1, 2, 1, 1, 1, 2, 5, 2, 2, 6, 6, 1, 1, 3, 2, 1, 1, 2, 6, 6, 6, 1, 6, 2, 2, 4, 2, 6, 6, 2, 6, 2, 6, 6, 2, 3, 2, 4, 6, 1, 2, 3, 3, 6, 6, 6, 1, 1, 1, 2, 6, 2, 2, 2, 2, 1, 6, 1, 1, 3, 6, 1, 4, 3, 1, 1, 4, 2, 6, 3]
880	[2, 2, 6, 2, 1, 6, 2, 6, 1, 2, 3, 3, 2, 1, 6, 6, 1, 6, 6, 2, 6, 3, 6, 6, 2, 3, 2, 5, 2, 2, 2, 6, 1, 2, 6, 4, 2, 2, 2, 6, 2, 6, 2, 1, 6, 1, 6, 3, 3, 1, 3, 6, 6, 6, 3, 4, 2, 6, 6, 3, 5, 6, 2, 2, 6, 6, 6, 3, 2, 6, 5, 3, 1, 3, 6, 6, 6, 3, 2, 6, 2, 4, 3, 2, 2, 2, 3, 2, 6, 6, 6, 3, 6, 6, 6, 6, 1, 6, 2, 6]
881	[2, 1, 1, 2, 3, 4, 2, 6, 1, 2, 1, 1, 6, 6, 6, 6, 2, 1, 2, 1, 4, 2, 1, 1, 1, 2, 2, 5, 1, 6, 1, 1, 1, 6, 1, 6, 1, 4, 1, 1, 1, 3, 2, 1, 1, 4, 1, 2, 6, 2, 2, 1, 2, 2, 1, 2, 2, 2, 1, 2, 2, 1, 1, 6, 2, 6, 1, 2, 2, 2, 1, 3, 1, 6, 3, 1, 1, 6, 2, 6, 1, 1, 1, 2, 2, 4, 1, 2, 6, 1, 2, 3, 2, 1, 2, 5, 2, 2, 6, 2]
882	[1, 1, 2, 1, 2, 6, 6, 6, 1, 2, 2, 6, 4, 2, 2, 6, 2, 6, 6, 1, 1, 2, 3, 1, 1, 5, 2, 2, 6, 2, 6, 3, 2, 5, 2, 3, 6, 1, 2, 1, 2, 1, 1, 4, 2, 2, 2, 1, 6, 2, 2, 3, 6, 6, 2, 3, 2, 2, 2, 2, 2, 2, 2, 6, 2, 2, 2, 6, 4, 2, 1, 3, 2, 2, 2, 2, 3, 1, 2, 2, 2, 2, 6, 2, 2, 1, 2, 2, 1, 2, 2, 1, 1, 2, 1, 2, 1, 2, 3, 2]
883	[2, 6, 6, 6, 6, 6, 1, 4, 6, 1, 4, 6, 6, 6, 3, 2, 6, 6, 6, 6, 6, 6, 6, 6, 2, 6, 6, 2, 1, 6, 6, 2, 6, 3, 2, 2, 2, 6, 6, 1, 1, 6, 3, 3, 3, 6, 2, 2, 2, 2, 1, 1, 1, 1, 3, 6, 2, 2, 1, 6, 3, 6, 6, 1, 2, 6, 2, 6, 2, 1, 6, 6, 3, 3, 6, 1, 2, 3, 2, 1, 1, 3, 2, 1, 1, 1, 2, 1, 1, 1, 2, 1, 1, 1, 1, 1, 1, 1, 1, 2]
884	[4, 4, 2, 6, 6, 5, 6, 2, 3, 2, 1, 3, 1, 1, 6, 6, 2, 2, 3, 1, 1, 6, 4, 2, 3, 6, 6, 6, 2, 6, 6, 3, 3, 3, 6, 2, 6, 2, 6, 2, 2, 2, 1, 6, 6, 1, 1, 3, 6, 1, 2, 2, 5, 6, 2, 2, 6, 2, 1, 1, 1, 6, 2, 2, 2, 3, 2, 2, 6, 5, 6, 3, 6, 6, 1, 6, 5, 3, 2, 6, 6, 3, 1, 1, 2, 1, 2, 6, 6, 3, 2, 1, 6, 6, 4, 6, 6, 1, 5, 6]
885	[2, 2, 5, 2, 6, 2, 2, 1, 1, 2, 4, 1, 2, 2, 6, 6, 2, 6, 6, 1, 2, 6, 1, 1, 1, 3, 6, 1, 2, 3, 4, 1, 3, 1, 3, 2, 1, 6, 5, 2, 1, 3, 2, 6, 6, 4, 6, 2, 6, 6, 2, 2, 5, 1, 1, 6, 1, 1, 1, 2, 1, 1, 2, 2, 1, 6, 1, 3, 2, 1, 1, 1, 1, 1, 1, 1, 1, 6, 1, 1, 2, 1, 1, 1, 1, 2, 1, 1, 2, 1, 1, 1, 6, 1, 1, 1, 1, 5, 6, 2]
886	[1, 6, 2, 2, 1, 6, 1, 6, 2, 6, 5, 6, 3, 5, 1, 2, 6, 2, 6, 2, 3, 2, 6, 2, 6, 6, 2, 2, 2, 6, 6, 2, 6, 1, 1, 6, 1, 1, 2, 6, 1, 6, 6, 2, 2, 2, 2, 2, 6, 6, 6, 2, 3, 2, 6, 6, 2, 2, 2, 6, 6, 2, 2, 2, 2, 5, 6, 5, 3, 1, 1, 3, 6, 5, 1, 1, 3, 3, 3, 2, 6, 6, 6, 6, 1, 3, 2, 2, 3, 2, 6, 5, 2, 2, 2, 2, 1, 6, 2, 4]
887	[6, 1, 3, 6, 2, 1, 2, 2, 5, 1, 2, 6, 3, 6, 1, 2, 2, 2, 1, 2, 6, 6, 5, 6, 6, 1, 6, 6, 3, 1, 6, 6, 4, 1, 1, 3, 1, 2, 5, 3, 2, 2, 6, 1, 2, 6, 2, 2, 1, 2, 2, 1, 6, 6, 2, 6, 6, 6, 2, 1, 6, 1, 2, 2, 4, 6, 1, 4, 6, 1, 3, 1, 6, 2, 3, 2, 6, 4, 6, 6, 1, 1, 1, 6, 2, 2, 2, 2, 4, 2, 2, 2, 1, 2, 2, 1, 6, 2, 2, 1]
888	[3, 1, 2, 1, 4, 6, 3, 1, 6, 6, 3, 3, 6, 1, 6, 1, 2, 3, 2, 2, 3, 1, 2, 1, 6, 1, 4, 1, 6, 2, 1, 1, 2, 2, 6, 1, 1, 2, 2, 1, 6, 2, 1, 3, 2, 2, 3, 2, 2, 1, 2, 2, 3, 2, 2, 6, 1, 2, 2, 1, 1, 2, 6, 6, 3, 6, 2, 3, 2, 2, 3, 6, 3, 2, 6, 6, 3, 3, 6, 2, 2, 2, 2, 1, 3, 3, 2, 2, 6, 2, 1, 2, 2, 1, 1, 1, 3, 1, 2, 6]
889	[1, 2, 6, 6, 5, 6, 5, 2, 6, 6, 6, 6, 6, 2, 6, 6, 2, 2, 6, 1, 6, 6, 6, 6, 6, 6, 2, 6, 2, 5, 6, 6, 6, 6, 2, 6, 6, 6, 1, 6, 6, 1, 2, 2, 6, 6, 1, 6, 6, 2, 3, 6, 6, 6, 3, 2, 3, 6, 6, 6, 6, 2, 2, 2, 2, 6, 6, 6, 1, 1, 2, 6, 6, 1, 6, 5, 6, 5, 2, 2, 3, 6, 2, 2, 5, 2, 6, 3, 5, 2, 2, 6, 3, 3, 1, 6, 6, 6, 5, 6]
890	[1, 1, 1, 1, 1, 6, 2, 6, 6, 6, 1, 3, 2, 1, 1, 2, 2, 1, 1, 2, 1, 6, 3, 2, 3, 2, 5, 3, 2, 2, 3, 2, 5, 6, 2, 1, 2, 1, 6, 6, 2, 1, 2, 1, 2, 1, 6, 1, 1, 2, 3, 2, 2, 2, 1, 3, 6, 3, 3, 2, 2, 2, 1, 3, 3, 1, 2, 1, 2, 2, 6, 1, 2, 1, 2, 2, 1, 1, 2, 2, 2, 3, 2, 3, 6, 1, 1, 6, 1, 3, 2, 1, 2, 3, 1, 2, 1, 6, 3, 3]
